---kai: before loop---
Training iteration 0 | loss kld 29.3569 kld1 12.9583 kld2 14.1649 kld3 2.2337 elem_type_num 1.5698 elem_type 0.7013 elem_num 1.5680 lattice 0.5773 coord 1.5963
Training iteration 1 | loss kld 71.4081 kld1 20.3052 kld2 48.7721 kld3 2.3308 elem_type_num 1.5880 elem_type 0.6578 elem_num 1.4635 lattice 0.4890 coord 0.7141
Training iteration 2 | loss kld 86.3943 kld1 30.5242 kld2 53.0894 kld3 2.7807 elem_type_num 1.4056 elem_type 0.5939 elem_num 1.3786 lattice 0.4147 coord 0.7016
Training iteration 3 | loss kld 114.7953 kld1 65.3724 kld2 46.2447 kld3 3.1783 elem_type_num 1.2279 elem_type 0.4986 elem_num 1.2275 lattice 0.3063 coord 0.6994
Training iteration 4 | loss kld 543.9769 kld1 374.1733 kld2 165.2865 kld3 4.5172 elem_type_num 1.3144 elem_type 0.2849 elem_num 0.9352 lattice 0.2899 coord 1.7526
Training iteration 5 | loss kld 175.4692 kld1 128.8963 kld2 40.9739 kld3 5.5991 elem_type_num 1.0763 elem_type 0.3212 elem_num 0.9228 lattice 0.2050 coord 0.7631
Training iteration 6 | loss kld 117.1441 kld1 82.8386 kld2 26.8190 kld3 7.4864 elem_type_num 1.1238 elem_type 0.3085 elem_num 0.9161 lattice 0.1391 coord 0.9472
Training iteration 7 | loss kld 144.1960 kld1 101.9825 kld2 32.7490 kld3 9.4646 elem_type_num 1.0670 elem_type 0.2396 elem_num 0.7833 lattice 0.0721 coord 0.8872
Training iteration 8 | loss kld 240.4379 kld1 177.2633 kld2 53.1843 kld3 9.9902 elem_type_num 0.9533 elem_type 0.1580 elem_num 0.6616 lattice 0.0529 coord 0.6783
Training iteration 9 | loss kld 403.9863 kld1 300.8203 kld2 90.2126 kld3 12.9534 elem_type_num 0.9782 elem_type 0.1321 elem_num 0.5564 lattice 0.0681 coord 0.6567
Training iteration 10 | loss kld 313.2745 kld1 231.9596 kld2 68.3698 kld3 12.9450 elem_type_num 0.9749 elem_type 0.1272 elem_num 0.5235 lattice 0.0835 coord 0.7020
Training iteration 11 | loss kld 161.8091 kld1 111.6514 kld2 33.4752 kld3 16.6825 elem_type_num 0.9965 elem_type 0.1302 elem_num 0.5923 lattice 0.1278 coord 0.6569
Training iteration 12 | loss kld 94.6946 kld1 57.3345 kld2 19.3140 kld3 18.0461 elem_type_num 1.0043 elem_type 0.1494 elem_num 0.6723 lattice 0.1073 coord 0.6255
Training iteration 13 | loss kld 76.1705 kld1 44.8815 kld2 14.4298 kld3 16.8591 elem_type_num 1.0200 elem_type 0.1525 elem_num 0.6839 lattice 0.0797 coord 0.6868
Training iteration 14 | loss kld 87.5877 kld1 58.0833 kld2 14.7282 kld3 14.7762 elem_type_num 1.0116 elem_type 0.1271 elem_num 0.6113 lattice 0.0514 coord 0.6289
Training iteration 15 | loss kld 112.2940 kld1 81.5628 kld2 16.7296 kld3 14.0016 elem_type_num 0.9909 elem_type 0.1188 elem_num 0.5367 lattice 0.0376 coord 0.6414
Training iteration 16 | loss kld 128.4727 kld1 97.6969 kld2 18.0565 kld3 12.7193 elem_type_num 0.9860 elem_type 0.1200 elem_num 0.5085 lattice 0.0380 coord 0.6986
Training iteration 17 | loss kld 116.2255 kld1 86.1956 kld2 16.1068 kld3 13.9231 elem_type_num 1.0055 elem_type 0.1202 elem_num 0.4988 lattice 0.0426 coord 0.6021
Training iteration 18 | loss kld 91.1672 kld1 63.5735 kld2 13.3586 kld3 14.2352 elem_type_num 0.9089 elem_type 0.1163 elem_num 0.5099 lattice 0.0469 coord 0.6156
Training iteration 19 | loss kld 63.5823 kld1 40.8058 kld2 10.2805 kld3 12.4959 elem_type_num 0.9004 elem_type 0.1168 elem_num 0.5413 lattice 0.0440 coord 0.6869
Training iteration 20 | loss kld 52.2670 kld1 28.8226 kld2 8.3055 kld3 15.1388 elem_type_num 0.9304 elem_type 0.1262 elem_num 0.5787 lattice 0.0588 coord 0.5674
Training iteration 21 | loss kld 51.0659 kld1 27.8514 kld2 7.5226 kld3 15.6918 elem_type_num 0.9755 elem_type 0.1230 elem_num 0.5429 lattice 0.0608 coord 0.6148
Training iteration 22 | loss kld 53.4185 kld1 32.3833 kld2 7.1407 kld3 13.8945 elem_type_num 0.9419 elem_type 0.1153 elem_num 0.5181 lattice 0.0508 coord 0.6120
Training iteration 23 | loss kld 63.2974 kld1 40.5904 kld2 7.5850 kld3 15.1220 elem_type_num 0.9255 elem_type 0.1119 elem_num 0.4817 lattice 0.0409 coord 0.5954
Training iteration 24 | loss kld 71.3311 kld1 47.4592 kld2 7.9472 kld3 15.9247 elem_type_num 1.0010 elem_type 0.1112 elem_num 0.5153 lattice 0.0378 coord 0.6207
Training iteration 25 | loss kld 70.1555 kld1 45.7901 kld2 7.5195 kld3 16.8459 elem_type_num 0.9545 elem_type 0.1127 elem_num 0.4895 lattice 0.0331 coord 0.6078
Training iteration 26 | loss kld 64.0137 kld1 40.0379 kld2 6.7403 kld3 17.2355 elem_type_num 0.9211 elem_type 0.1112 elem_num 0.4573 lattice 0.0261 coord 0.6325
Training iteration 27 | loss kld 54.4753 kld1 32.4574 kld2 5.7381 kld3 16.2798 elem_type_num 0.9745 elem_type 0.1099 elem_num 0.4866 lattice 0.0235 coord 0.5620
Training iteration 28 | loss kld 51.3621 kld1 27.0867 kld2 5.0279 kld3 19.2475 elem_type_num 0.9094 elem_type 0.1127 elem_num 0.4936 lattice 0.0231 coord 0.5960
