Training iteration 0 | loss kld 22.1635 kld1 8.7697 kld2 10.1763 kld3 3.2175 elem_type_num 1.5376 elem_type 0.7137 elem_num 1.9542 lattice 0.6495 coord 1.3433
Training iteration 1 | loss kld 156.9288 kld1 46.9267 kld2 107.1311 kld3 2.8711 elem_type_num 1.3161 elem_type 0.6575 elem_num 1.8863 lattice 0.4631 coord 1.3045
Training iteration 2 | loss kld 29.3055 kld1 10.8711 kld2 14.7880 kld3 3.6464 elem_type_num 1.3425 elem_type 0.6373 elem_num 1.7565 lattice 0.4592 coord 0.9335
Training iteration 3 | loss kld 23.2548 kld1 9.3501 kld2 9.6727 kld3 4.2320 elem_type_num 1.3207 elem_type 0.6049 elem_num 1.6642 lattice 0.3584 coord 0.9877
Training iteration 4 | loss kld 32.5706 kld1 14.9804 kld2 12.6442 kld3 4.9461 elem_type_num 1.2159 elem_type 0.5557 elem_num 1.5599 lattice 0.2674 coord 0.8403
Training iteration 5 | loss kld 70.6128 kld1 36.7398 kld2 26.5021 kld3 7.3708 elem_type_num 1.1562 elem_type 0.4676 elem_num 1.4247 lattice 0.2612 coord 0.6592
Training iteration 6 | loss kld 218.7041 kld1 134.0192 kld2 76.9864 kld3 7.6985 elem_type_num 1.2836 elem_type 0.3072 elem_num 1.2223 lattice 0.1594 coord 0.8441
Training iteration 7 | loss kld 282.9010 kld1 203.8651 kld2 68.8134 kld3 10.2225 elem_type_num 1.1393 elem_type 0.2162 elem_num 1.0245 lattice 0.0960 coord 0.7243
Training iteration 8 | loss kld 240.0534 kld1 187.1246 kld2 41.2964 kld3 11.6324 elem_type_num 1.0510 elem_type 0.1818 elem_num 0.9431 lattice 0.0625 coord 0.6860
Training iteration 9 | loss kld 222.0085 kld1 178.0859 kld2 32.5729 kld3 11.3497 elem_type_num 1.0146 elem_type 0.1537 elem_num 0.8755 lattice 0.0475 coord 0.6699
Training iteration 10 | loss kld 198.5943 kld1 155.0135 kld2 28.3975 kld3 15.1832 elem_type_num 1.0043 elem_type 0.1405 elem_num 0.7899 lattice 0.0817 coord 0.6791
Training iteration 11 | loss kld 190.6878 kld1 142.2857 kld2 29.9239 kld3 18.4782 elem_type_num 0.9680 elem_type 0.1321 elem_num 0.7383 lattice 0.1124 coord 0.6731
Training iteration 12 | loss kld 162.2261 kld1 112.4998 kld2 30.9204 kld3 18.8059 elem_type_num 1.0310 elem_type 0.1287 elem_num 0.7286 lattice 0.1149 coord 0.6441
Training iteration 13 | loss kld 125.2742 kld1 79.5186 kld2 28.7532 kld3 17.0024 elem_type_num 0.9274 elem_type 0.1313 elem_num 0.7232 lattice 0.0895 coord 0.7244
Training iteration 14 | loss kld 102.3040 kld1 59.5482 kld2 23.2531 kld3 19.5027 elem_type_num 0.9790 elem_type 0.1357 elem_num 0.7575 lattice 0.0646 coord 0.6638
Training iteration 15 | loss kld 99.7211 kld1 63.9689 kld2 19.1549 kld3 16.5973 elem_type_num 1.0402 elem_type 0.1227 elem_num 0.6779 lattice 0.0438 coord 0.6302
Training iteration 16 | loss kld 102.9605 kld1 66.6616 kld2 14.9504 kld3 21.3485 elem_type_num 1.0210 elem_type 0.1202 elem_num 0.6482 lattice 0.0354 coord 0.6172
Training iteration 17 | loss kld 89.3786 kld1 63.3805 kld2 11.6525 kld3 14.3456 elem_type_num 0.9918 elem_type 0.1171 elem_num 0.6620 lattice 0.0352 coord 0.6448
Training iteration 18 | loss kld 79.7433 kld1 53.0232 kld2 9.2000 kld3 17.5200 elem_type_num 0.9054 elem_type 0.1171 elem_num 0.6105 lattice 0.0439 coord 0.6597
Training iteration 19 | loss kld 74.0589 kld1 50.3525 kld2 8.9586 kld3 14.7478 elem_type_num 0.9460 elem_type 0.1159 elem_num 0.6038 lattice 0.0494 coord 0.6249
Training iteration 20 | loss kld 70.0804 kld1 47.4693 kld2 9.0885 kld3 13.5226 elem_type_num 0.9272 elem_type 0.1153 elem_num 0.5541 lattice 0.0481 coord 0.6587
Training iteration 21 | loss kld 61.8943 kld1 38.4426 kld2 8.7409 kld3 14.7108 elem_type_num 0.9582 elem_type 0.1140 elem_num 0.5857 lattice 0.0470 coord 0.5835
Training iteration 22 | loss kld 56.3488 kld1 32.4700 kld2 8.3656 kld3 15.5132 elem_type_num 0.9844 elem_type 0.1147 elem_num 0.6031 lattice 0.0485 coord 0.6091
Training iteration 23 | loss kld 57.8403 kld1 31.4169 kld2 8.1061 kld3 18.3173 elem_type_num 0.9359 elem_type 0.1144 elem_num 0.5582 lattice 0.0529 coord 0.6516
Training iteration 24 | loss kld 62.4960 kld1 37.3276 kld2 8.8181 kld3 16.3504 elem_type_num 0.9382 elem_type 0.1116 elem_num 0.5295 lattice 0.0393 coord 0.6410
Training iteration 25 | loss kld 57.4352 kld1 32.6548 kld2 7.3289 kld3 17.4514 elem_type_num 0.9030 elem_type 0.1116 elem_num 0.5260 lattice 0.0329 coord 0.6343
Training iteration 26 | loss kld 53.5663 kld1 29.0558 kld2 6.4340 kld3 18.0766 elem_type_num 0.8999 elem_type 0.1112 elem_num 0.5418 lattice 0.0292 coord 0.6387
Training iteration 27 | loss kld 55.1195 kld1 31.0689 kld2 6.1765 kld3 17.8741 elem_type_num 0.9319 elem_type 0.1097 elem_num 0.5073 lattice 0.0230 coord 0.5953
Training iteration 28 | loss kld 59.4811 kld1 34.8947 kld2 6.1003 kld3 18.4861 elem_type_num 0.8559 elem_type 0.1099 elem_num 0.4723 lattice 0.0237 coord 0.6702
Training iteration 29 | loss kld 60.9026 kld1 38.4540 kld2 6.4764 kld3 15.9722 elem_type_num 0.8262 elem_type 0.1091 elem_num 0.4393 lattice 0.0231 coord 0.5973
Training iteration 30 | loss kld 53.8631 kld1 29.9021 kld2 5.7714 kld3 18.1896 elem_type_num 0.8610 elem_type 0.1075 elem_num 0.4620 lattice 0.0219 coord 0.5998
Training iteration 31 | loss kld 50.8476 kld1 26.9946 kld2 5.3068 kld3 18.5463 elem_type_num 0.8446 elem_type 0.1097 elem_num 0.4471 lattice 0.0257 coord 0.6068
Training iteration 32 | loss kld 53.4473 kld1 28.5093 kld2 5.3698 kld3 19.5683 elem_type_num 0.8313 elem_type 0.1065 elem_num 0.4474 lattice 0.0276 coord 0.5922
Training iteration 33 | loss kld 60.4633 kld1 33.5490 kld2 5.8102 kld3 21.1041 elem_type_num 0.8471 elem_type 0.1045 elem_num 0.4245 lattice 0.0249 coord 0.5851
Training iteration 34 | loss kld 60.6263 kld1 36.1875 kld2 5.5348 kld3 18.9041 elem_type_num 0.8061 elem_type 0.1035 elem_num 0.4032 lattice 0.0256 coord 0.5707
Training iteration 35 | loss kld 59.7317 kld1 35.6171 kld2 5.2193 kld3 18.8953 elem_type_num 0.8118 elem_type 0.1032 elem_num 0.4010 lattice 0.0216 coord 0.5930
Training iteration 36 | loss kld 55.8466 kld1 32.6056 kld2 4.9041 kld3 18.3369 elem_type_num 0.7491 elem_type 0.1049 elem_num 0.3749 lattice 0.0229 coord 0.5413
Training iteration 37 | loss kld 56.5175 kld1 31.5311 kld2 4.6776 kld3 20.3087 elem_type_num 0.7215 elem_type 0.1035 elem_num 0.3716 lattice 0.0211 coord 0.5814
Training iteration 38 | loss kld 61.6380 kld1 37.2494 kld2 5.1780 kld3 19.2107 elem_type_num 0.7449 elem_type 0.1014 elem_num 0.3475 lattice 0.0214 coord 0.5462
Training iteration 39 | loss kld 63.0058 kld1 41.4896 kld2 5.5458 kld3 15.9704 elem_type_num 0.6781 elem_type 0.1001 elem_num 0.3250 lattice 0.0194 coord 0.6112
Training iteration 40 | loss kld 64.2913 kld1 42.1552 kld2 5.3244 kld3 16.8117 elem_type_num 0.7115 elem_type 0.0998 elem_num 0.3330 lattice 0.0224 coord 0.5431
Training iteration 41 | loss kld 62.4191 kld1 40.6195 kld2 5.3777 kld3 16.4220 elem_type_num 0.6447 elem_type 0.0994 elem_num 0.2985 lattice 0.0217 coord 0.5900
Training iteration 42 | loss kld 65.2539 kld1 39.6958 kld2 5.1131 kld3 20.4451 elem_type_num 0.6716 elem_type 0.0983 elem_num 0.3119 lattice 0.0213 coord 0.6331
Training iteration 43 | loss kld 65.6425 kld1 40.9066 kld2 5.2687 kld3 19.4672 elem_type_num 0.6408 elem_type 0.0974 elem_num 0.2964 lattice 0.0206 coord 0.5917
Training iteration 44 | loss kld 71.9122 kld1 44.1528 kld2 5.7116 kld3 22.0478 elem_type_num 0.5939 elem_type 0.0969 elem_num 0.2835 lattice 0.0230 coord 0.5563
Training | Average loss 15.8911 kld 89.4249 kld1 57.1423 kld2 16.9221 kld3 15.3605 elem_type_num 0.9447 elem_type 0.1870 elem_num 0.7132 lattice 0.0934 coord 0.6795                 elem_type_num_acc 0.7034, elem_type_acc 0.9595 elem_type_recall 0.4929 elem_num_acc 0.9223 elem_type_match 0.0000 elem_num_match 0.7177 comp_match 0.0000
Validation | Average loss 10.2034 kld 68.2177 kld1 45.3672 kld2 5.7796 kld3 17.0709 elem_type_num 0.6302 elem_type 0.0965 elem_num 0.2773 lattice 0.0193 coord 0.5526                 elem_type_num_acc 0.7101, elem_type_acc 0.9594 elem_type_recall 0.4899 elem_num_acc 0.9232 elem_type_match 0.0000 elem_num_match 0.7212 comp_match 0.0000
Training iteration 0 | loss kld 69.9211 kld1 46.4103 kld2 6.0479 kld3 17.4630 elem_type_num 0.6576 elem_type 0.0963 elem_num 0.2774 lattice 0.0191 coord 0.5007
Training iteration 1 | loss kld 70.0245 kld1 44.4853 kld2 5.5712 kld3 19.9681 elem_type_num 0.6315 elem_type 0.0958 elem_num 0.2673 lattice 0.0197 coord 0.5616
Training iteration 2 | loss kld 68.1107 kld1 42.9698 kld2 5.3457 kld3 19.7952 elem_type_num 0.5960 elem_type 0.0952 elem_num 0.2635 lattice 0.0183 coord 0.5802
Training iteration 3 | loss kld 65.8009 kld1 41.1898 kld2 4.9368 kld3 19.6743 elem_type_num 0.5982 elem_type 0.0945 elem_num 0.2664 lattice 0.0181 coord 0.5357
Training iteration 4 | loss kld 64.8404 kld1 40.5684 kld2 4.5529 kld3 19.7191 elem_type_num 0.5097 elem_type 0.0947 elem_num 0.2641 lattice 0.0167 coord 0.5262
Training iteration 5 | loss kld 65.1375 kld1 42.1936 kld2 4.5297 kld3 18.4141 elem_type_num 0.5766 elem_type 0.0947 elem_num 0.2427 lattice 0.0193 coord 0.5326
Training iteration 6 | loss kld 64.0932 kld1 42.5149 kld2 4.4205 kld3 17.1578 elem_type_num 0.4912 elem_type 0.0952 elem_num 0.2234 lattice 0.0205 coord 0.5722
Training iteration 7 | loss kld 66.2271 kld1 41.9296 kld2 4.3205 kld3 19.9771 elem_type_num 0.5222 elem_type 0.0951 elem_num 0.2332 lattice 0.0188 coord 0.5561
